PhiStart	PhiStop	PsiStart	PsiStop	Observations	PhiAvg	PhiDev	PsiAvg	PsiDev	L1Avg	L1Dev	L2Avg	L2Dev	L3Avg	L3Dev	L4Avg	L4Dev	L5Avg	L5Dev	a1Avg	a1Dev	a2Avg	a2Dev	a3Avg	a3Dev	a4Avg	a4Dev	a5Avg	a5Dev	a6Avg	a6Dev	a7Avg	a7Dev	OmeAvg	OmeDev	Color	X	Y	XLen	YLen	XBin	YBin	
-120	-110	130	140	178	-115.3	2.743	134.9	2.893	1.331	0.013	1.455	0.012	1.537	0.015	1.522	0.012	1.236	0.013	123.155	1.288	110.712	1.596	109.072	1.737	109.776	1.889	120.479	1.005	115.813	1.437	123.526	1.008	176.5	6.731	-1	-120	130	10	10	-12	13	
-120	-110	160	170	50	-114.9	2.645	163.9	2.877	1.328	0.011	1.455	0.013	1.534	0.016	1.524	0.013	1.232	0.012	122.81	2.1	110.972	1.584	109.81	1.463	110.274	1.707	121.864	1.043	115.806	1.802	123.372	1.507	178.2	7.093	-0	-120	160	10	10	-12	16	
-120	-110	20	30	26	-114.3	2.639	24.5	2.881	1.329	0.019	1.456	0.012	1.53	0.017	1.526	0.015	1.227	0.016	122.719	1.57	111.35	1.733	112.115	1.348	111.708	1.849	120.758	1.35	117.15	2.034	122.965	1.24	176.5	6.521	2	-120	20	10	10	-12	2	
-120	-110	120	130	153	-115	2.805	125.3	2.647	1.33	0.012	1.459	0.011	1.533	0.013	1.52	0.012	1.236	0.012	123.146	1.196	111.07	1.445	108.206	1.478	110.388	1.615	120.344	1.234	115.917	1.395	123.668	1.012	179.8	6.196	-2	-120	120	10	10	-12	12	
-120	-110	110	120	100	-114.7	3.106	115.8	2.813	1.33	0.013	1.46	0.013	1.53	0.014	1.523	0.014	1.237	0.011	123.193	1.414	111.017	1.804	107.66	1.486	110.855	1.658	120.502	1.11	116.015	1.545	123.672	1.212	181.4	6.148	-2	-120	110	10	10	-12	11	
-120	-110	140	150	118	-115.7	2.875	144.3	2.827	1.33	0.012	1.456	0.013	1.534	0.017	1.524	0.013	1.234	0.014	122.952	1.453	111.031	2.022	109.618	1.574	109.518	1.962	121.108	1.076	116.021	1.752	123.516	1.164	174.2	7.556	-0	-120	140	10	10	-12	14	
-120	-110	100	110	45	-115.1	3.141	105.7	3.054	1.33	0.015	1.463	0.013	1.53	0.015	1.523	0.01	1.237	0.012	123.058	1.678	110.484	1.614	107.222	1.799	111.613	1.608	120.487	1.224	115.942	1.444	123.66	1.13	183.8	6.346	-3	-120	100	10	10	-12	10	
-120	-110	-10	0	30	-113.9	2.513	-5.2	2.958	1.329	0.018	1.452	0.013	1.537	0.013	1.518	0.014	1.236	0.016	122.423	1.549	110.743	1.239	114.167	1.255	109.543	1.642	119.123	1.274	117.133	1.516	122.953	1.364	182.2	6.324	4	-120	-10	10	10	-12	-1	
-120	-110	-30	-20	19	-115.2	3.469	-24.2	2.408	1.337	0.011	1.45	0.009	1.539	0.01	1.517	0.012	1.235	0.011	122.105	1.545	111.332	0.992	114.3	1.264	108.232	1.634	118.789	1.243	117.195	1.829	122.874	1.232	188.7	3.349	4	-120	-30	10	10	-12	-3	
-120	-110	-20	-10	28	-114	2.968	-15.4	2.863	1.335	0.016	1.453	0.009	1.539	0.012	1.524	0.013	1.237	0.01	121.914	1.591	111.132	1.85	114.504	1.206	108.732	1.937	118.675	0.945	117.261	1.508	123.089	1.392	183.2	7.126	5	-120	-20	10	10	-12	-2	
-120	-110	0	10	32	-114.8	2.716	5	2.95	1.328	0.01	1.457	0.013	1.538	0.014	1.518	0.012	1.241	0.013	122.256	1.923	110.678	1.738	113.203	1.434	110.353	1.88	118.991	1.087	116.706	2.423	123.406	1.647	181.9	6.023	3	-120	0	10	10	-12	0	
-120	-110	-60	-50	16	-114	2.856	-55.2	2.836	1.33	0.017	1.458	0.011	1.535	0.009	1.525	0.012	1.232	0.007	122.912	1.432	110.9	1.697	111.956	1.106	111.106	1.346	120.213	1.343	116.994	1.486	123.288	0.738	184.6	5.856	2	-120	-60	10	10	-12	-6	
-120	-110	170	180	15	-115.5	3.894	175.4	2.861	1.327	0.014	1.459	0.021	1.526	0.011	1.522	0.013	1.229	0.016	123.547	1.832	110.407	1.267	109.867	1.537	111.813	1.957	121.507	0.884	115.973	1.88	123.393	1.505	180.1	5.879	-0	-120	170	10	10	-12	17	
-120	-110	-160	-150	2	-115.1	4.893	-156.2	4.023	1.334	0.018	1.448	0.029	1.526	0.002	1.53	0.014	1.233	0.027	123.05	3.606	109	1.556	108.75	2.758	114.5	1.131	120	1.838	117.4	3.818	122.85	1.626	179.2	0.057	-1	-120	-160	10	10	-12	-16	
-120	-110	90	100	20	-114.1	2.807	95.6	2.93	1.325	0.016	1.454	0.018	1.53	0.012	1.525	0.014	1.231	0.011	122.835	1.693	111.9	1.578	107.485	1.86	111.06	1.894	121.33	1.247	116.585	1.531	123.37	1.265	182.2	5.448	-3	-120	90	10	10	-12	9	
-120	-110	-40	-30	8	-111.8	1.579	-33.5	2.485	1.326	0.014	1.464	0.008	1.529	0.019	1.515	0.012	1.228	0.019	122.163	0.89	111.113	2.681	113.3	1.345	109.575	1.901	119.388	0.792	117.163	1.368	122.8	0.78	182.7	6.701	3	-120	-40	10	10	-12	-4	
-120	-110	30	40	10	-114.7	2.673	33.3	2.716	1.329	0.014	1.459	0.01	1.524	0.013	1.532	0.011	1.233	0.014	123.52	1.644	111.6	1.327	111.7	2.131	111.48	1.402	121.63	0.742	117.08	1.934	122.59	1.337	179.1	7.881	2	-120	30	10	10	-12	3	
-120	-110	80	90	5	-115.7	3.699	84.5	1.545	1.334	0.01	1.466	0.005	1.571	0.099	1.525	0.013	1.235	0.014	123.68	1.724	108.78	4.334	106.9	1.789	111.7	1.118	121.58	0.63	116.2	1.938	123.18	0.798	190.4	9.727	-3	-120	80	10	10	-12	8	
-120	-110	-170	-160	1	-119.8	0	-162	0	1.33	0	1.458	0	1.536	0	1.532	0	1.241	0	123.9	0	110.4	0	108.6	0	115.6	0	121	0	114.3	0	124.4	0	186.5	0	-1	-120	-170	10	10	-12	-17	
-120	-110	-70	-60	4	-113.3	3.432	-63.9	3.405	1.331	0.01	1.46	0.006	1.525	0.015	1.518	0.016	1.245	0.016	121.95	1.079	112.4	1.824	109.775	1.957	111.975	1.592	119.4	1.227	118.7	1.299	122.575	1.315	183.3	5.636	-0	-120	-70	10	10	-12	-7	
-120	-110	-50	-40	9	-114.6	3.013	-44.6	2.987	1.333	0.01	1.455	0.012	1.535	0.017	1.517	0.009	1.241	0.017	123.856	0.934	110.667	1.422	113.011	1.47	109.633	1.666	120.3	0.929	117.944	1.096	122.689	0.992	184.2	4.676	3	-120	-50	10	10	-12	-5	
-120	-110	40	50	3	-115.4	1.801	40.5	0.305	1.33	0.01	1.457	0.017	1.532	0.006	1.527	0.004	1.227	0.014	123.8	1.353	110	0.4	112.433	2.157	110.4	2.972	121.467	0.404	117.1	2.524	123.1	1.114	176.5	7.71	2	-120	40	10	10	-12	4	
-120	-110	-180	-170	5	-114.2	1.821	-175.2	2.396	1.323	0.018	1.452	0.01	1.524	0.018	1.529	0.015	1.238	0.015	123.42	2.699	110.82	2.146	110.32	1.445	112.46	1.67	121.38	1.035	117.38	1.512	122.62	1.341	185.1	9.249	0	-120	-180	10	10	-12	-18	
-120	-110	70	80	2	-116	3.521	73.7	0.141	1.333	0.02	1.461	0.005	1.534	0.003	1.528	0	1.234	0.011	122.3	2.687	111.85	3.182	109.15	0.919	112.1	0.283	121.85	0.354	118.75	3.465	121.8	2.121	185.8	4.045	-1	-120	70	10	10	-12	7	
-120	-110	-100	-90	1	-113.9	0	-95.5	0	1.337	0	1.426	0	1.532	0	1.517	0	1.24	0	119.7	0	114.9	0	106.3	0	111.8	0	119.4	0	116.9	0	124.1	0	182.6	0	-4	-120	-100	10	10	-12	-10	
-120	-110	-150	-140	1	-114	0	-144.7	0	1.331	0	1.465	0	1.522	0	1.514	0	1.248	0	123.5	0	109.5	0	108.6	0	115.7	0	120.1	0	115.3	0	125.2	0	173.6	0	-1	-120	-150	10	10	-12	-15	
-120	-110	60	70	1	-119.2	0	69.7	0	1.318	0	1.438	0	1.557	0	1.509	0	1.269	0	122.8	0	111	0	109.2	0	109.6	0	119.5	0	116.8	0	125	0	181.3	0	-1	-120	60	10	10	-12	6	
-120	-110	-140	-130	2	-114.2	3.776	-136.9	2.001	1.321	0.016	1.451	0.008	1.54	0.017	1.524	0.017	1.215	0.016	123.6	0.99	111.5	0.566	108.5	0	117.15	0.495	119.65	1.202	115.55	1.202	122.4	0.566	188.3	7.75	-2	-120	-140	10	10	-12	-14	
-120	-110	-110	-100	2	-113	0.014	-102.9	0.898	1.338	0.024	1.46	0.003	1.525	0.006	1.518	0.006	1.239	0.014	123.5	0.99	110.75	0.778	107.1	0.566	117.4	1.838	119.5	0.424	116.1	1.414	123.05	2.051	181.4	3.451	-3	-120	-110	10	10	-12	-11	
-120	-110	50	60	1	-117.4	0	59.7	0	1.332	0	1.479	0	1.534	0	1.522	0	1.221	0	124.8	0	110.9	0	112	0	110.5	0	122	0	118.1	0	123.4	0	178.5	0	2	-120	50	10	10	-12	5	
-150	-140	40	50	3	-146.2	0.924	43.1	1.483	1.33	0.017	1.452	0.012	1.535	0.008	1.529	0.016	1.237	0.006	120.133	0.603	112.4	0.436	109.667	0.651	111.1	1.646	121.567	0.058	118.4	2.193	123.667	0.643	182.3	11.763	-0	-150	40	10	10	-15	4	
-150	-140	160	170	75	-145.5	2.688	164.2	2.62	1.331	0.01	1.453	0.013	1.536	0.018	1.52	0.013	1.235	0.014	121.983	1.576	111.723	1.332	109.281	1.492	110.637	2.525	121.343	0.973	116.351	1.536	122.893	1.191	174.9	7.655	-1	-150	160	10	10	-15	16	
-150	-140	150	160	118	-144.3	2.648	155.1	2.794	1.332	0.013	1.454	0.013	1.539	0.018	1.523	0.013	1.235	0.012	121.919	1.701	111.867	1.958	109.054	1.432	109.756	2.372	121.258	1.176	116.211	1.384	123.043	0.966	173.9	7.036	-1	-150	150	10	10	-15	15	
-150	-140	130	140	58	-144.4	3.065	134.9	2.706	1.327	0.012	1.457	0.011	1.535	0.017	1.519	0.013	1.234	0.01	121.907	2.03	110.69	2.032	108.49	2.019	109.891	1.967	120.079	1.568	116.533	1.835	123.064	1.151	176.2	6.005	-2	-150	130	10	10	-15	13	
-150	-140	170	180	41	-145.2	3	173.7	2.686	1.331	0.016	1.456	0.014	1.534	0.018	1.523	0.012	1.237	0.013	122.449	1.588	111.466	1.636	108.832	1.531	111.678	2.834	121.305	1.062	116.359	1.665	122.551	1.473	178.1	7.853	-1	-150	170	10	10	-15	17	
-150	-140	-120	-110	1	-146.3	0	-112.2	0	1.315	0	1.478	0	1.493	0	1.524	0	1.241	0	121.7	0	112.8	0	104	0	116.9	0	119	0	115.1	0	122.6	0	172.8	0	-6	-150	-120	10	10	-15	-12	
-150	-140	140	150	97	-144.4	2.919	145.2	2.936	1.33	0.013	1.454	0.014	1.534	0.018	1.521	0.013	1.234	0.012	122.421	1.886	111.137	1.795	108.723	1.638	109.966	2.487	120.561	1.184	116.212	2.015	122.937	1.24	173.9	6.515	-1	-150	140	10	10	-15	14	
-150	-140	110	120	17	-144.2	3.272	115.3	2.483	1.332	0.013	1.462	0.01	1.529	0.014	1.52	0.011	1.234	0.015	121.641	1.743	111.382	1.364	107.318	1.401	110.218	1.42	120.147	1.611	116.341	1.742	123.241	1.364	182.2	5.201	-3	-150	110	10	10	-15	11	
-150	-140	70	80	4	-143.5	2.485	74.2	3.621	1.343	0.013	1.446	0.033	1.538	0.011	1.538	0.008	1.218	0.027	124.325	0.699	111.05	1.888	107.825	3.174	111.4	1.314	122.225	4.168	114.125	1.717	123.625	1.372	188.7	6.975	-2	-150	70	10	10	-15	7	
-150	-140	80	90	2	-146.6	2.652	82.3	3.161	1.345	0.013	1.471	0.003	1.529	0.004	1.529	0.019	1.236	0.004	119.05	0.212	113.7	0.566	108.45	0.636	110.6	0.566	122.65	1.202	115.55	0.212	122.9	0.424	183	6.866	-2	-150	80	10	10	-15	8	
-150	-140	0	10	5	-143.1	1.79	4.1	3.387	1.331	0.035	1.454	0.021	1.534	0.025	1.515	0.009	1.236	0.014	121.16	1.006	111.08	2.657	115.24	1.346	111.42	1.178	118.32	0.698	117.84	2.246	121.82	3.114	184.6	5.511	5	-150	0	10	10	-15	0	
-150	-140	120	130	29	-144.2	3.065	125.3	3.291	1.334	0.013	1.461	0.013	1.536	0.02	1.518	0.008	1.234	0.009	121.883	1.352	110.328	1.985	108.355	1.489	110.286	1.318	120.231	1.329	115.331	1.704	123.61	1.037	176	5.374	-2	-150	120	10	10	-15	12	
-150	-140	30	40	1	-142.2	0	34.6	0	1.345	0	1.455	0	1.53	0	1.497	0	1.254	0	123.7	0	111.3	0	110.5	0	111.3	0	119.1	0	115.4	0	120.1	0	170.1	0	1	-150	30	10	10	-15	3	
-150	-140	-180	-170	15	-143.9	2.286	-174.8	2.849	1.328	0.011	1.46	0.017	1.537	0.011	1.528	0.016	1.233	0.013	122.387	1.863	110.467	2.061	108.207	1.064	113.22	2.073	121.167	0.791	115.787	1.521	122.967	1.283	179.9	7.325	-2	-150	-180	10	10	-15	-18	
-150	-140	-30	-20	4	-141	1.539	-25.2	3.12	1.338	0.019	1.46	0.01	1.534	0.022	1.524	0.006	1.235	0.006	121.45	1.819	111.575	0.562	114.7	1.169	109.15	1.52	118.425	1.455	115.6	1.506	123.025	1.276	189.7	4.034	5	-150	-30	10	10	-15	-3	
-150	-140	20	30	3	-144.5	1.221	24.3	4.785	1.345	0.02	1.45	0.013	1.561	0.043	1.533	0.009	1.231	0.005	121.067	1.429	109.867	3.707	113.433	1.531	106.7	3.966	120.267	1.55	115.833	1.677	123.3	0.361	176.9	8.097	3	-150	20	10	10	-15	2	
-150	-140	-140	-130	1	-143.4	0	-131.8	0	1.317	0	1.454	0	1.552	0	1.478	0	0	0	122.7	0	111.7	0	113.3	0	113.2	0	0	0	117.5	0	122.7	0	184.9	0	3	-150	-140	10	10	-15	-14	
-150	-140	100	110	5	-143.5	3.309	104.7	2.213	1.34	0.02	1.464	0.016	1.527	0.012	1.525	0.005	1.243	0.015	121.22	1.704	112.14	0.876	106.06	1.422	111.58	1.119	120.38	0.726	116.04	1.834	123.02	0.497	184.2	5.225	-4	-150	100	10	10	-15	10	
-150	-140	-170	-160	4	-143.5	4.357	-164.7	3.909	1.324	0.007	1.469	0.012	1.534	0.02	1.522	0.006	1.234	0.013	122.2	0.883	110.725	0.914	107.375	0.862	115.4	0.356	120.75	0.943	116.725	1.493	122.875	1.367	184.9	5.688	-3	-150	-170	10	10	-15	-17	
-150	-140	-10	0	1	-140.8	0	-2.7	0	1.345	0	1.445	0	1.519	0	1.528	0	1.233	0	121.2	0	110.9	0	114.9	0	110.9	0	119.5	0	119.1	0	122.2	0	186.8	0	5	-150	-10	10	10	-15	-1	
-150	-140	10	20	3	-144.9	1.023	14.1	1.438	1.346	0.009	1.458	0.011	1.522	0.018	1.529	0.014	1.241	0.013	119.967	0.569	111.133	0.808	112.7	1.682	110.333	0.643	118.433	0.153	115.4	0.954	122.833	0.681	181.1	0.301	3	-150	10	10	10	-15	1	
-150	-140	-80	-70	1	-140.9	0	-73.6	0	1.34	0	1.458	0	1.514	0	1.545	0	1.239	0	122.3	0	111.6	0	107.5	0	113.3	0	119.1	0	114.2	0	123.4	0	172.6	0	-3	-150	-80	10	10	-15	-8	
-150	-140	50	60	2	-145.3	0.785	57.5	2.482	1.326	0.002	1.451	0.026	1.525	0	1.529	0.006	1.22	0.013	122.95	1.768	108.9	0.707	110.3	3.394	113.95	2.051	123	0.566	118.2	0.849	122.05	1.202	186.5	18.71	0	-150	50	10	10	-15	5	
-150	-140	-20	-10	1	-144	0	-11.6	0	1.317	0	1.474	0	1.502	0	1.496	0	1.214	0	115.9	0	115.6	0	113.9	0	111.1	0	116.7	0	118.1	0	123.5	0	177.6	0	4	-150	-20	10	10	-15	-2	
-150	-140	90	100	3	-144.3	0.716	96.8	3.25	1.33	0.022	1.465	0.012	1.517	0.017	1.528	0.013	1.226	0.012	123.067	2.25	111.033	3.444	105.267	1.498	112.133	1.305	120.533	1.168	115.933	0.751	124.167	1.115	187.8	7.352	-5	-150	90	10	10	-15	9	
-160	-150	60	70	3	-153.1	1.944	62.9	3.796	1.322	0.013	1.461	0.005	1.526	0.004	1.527	0.015	1.236	0.023	123.433	3.731	111.1	2.524	108.133	1.914	112.033	1.818	121.833	0.493	119.067	2.967	120.267	4.646	183.6	7.522	-2	-160	60	10	10	-16	6	
-160	-150	160	170	89	-155.3	2.807	164.6	2.742	1.33	0.014	1.458	0.011	1.531	0.021	1.521	0.012	1.23	0.014	121.338	1.913	111.578	1.509	108.894	1.552	111.17	1.986	121.53	1.101	116.525	1.887	122.667	1.236	175.8	6.095	-1	-160	160	10	10	-16	16	
-160	-150	140	150	45	-155.4	2.723	145.8	2.845	1.33	0.014	1.456	0.012	1.537	0.018	1.522	0.014	1.232	0.014	121.651	1.521	110.782	1.828	108.289	1.873	110.653	1.56	120.587	1.118	116.598	1.653	122.804	1.046	173.4	5.299	-2	-160	140	10	10	-16	14	
-160	-150	150	160	88	-154.3	2.747	155.4	3.036	1.333	0.011	1.456	0.012	1.532	0.018	1.519	0.012	1.234	0.012	121.334	1.801	111.747	1.979	108.992	1.53	110.453	2.048	121.159	1.062	116.178	2.069	122.822	1.621	174.9	7.632	-1	-160	150	10	10	-16	15	
-160	-150	100	110	6	-153.2	1.953	107.4	2.982	1.332	0.013	1.458	0.01	1.524	0.014	1.524	0.012	1.235	0.014	121.717	0.911	110.083	0.945	107.183	1.211	111.467	1.568	119.833	1.102	115.8	0.71	123.5	0.494	180.7	4.984	-3	-160	100	10	10	-16	10	
-160	-150	170	180	41	-155.9	2.796	174.9	3.158	1.329	0.011	1.454	0.011	1.532	0.013	1.527	0.012	1.234	0.011	122.171	1.635	111.012	1.414	108.444	1.115	111.99	1.875	121.212	1.122	116.283	1.317	122.654	1.013	180.3	7.624	-2	-160	170	10	10	-16	17	
-160	-150	90	100	4	-155.1	3.353	99	0.893	1.342	0.014	1.467	0.018	1.522	0.009	1.53	0.009	1.235	0.011	121.55	2.33	110.85	1.926	107.775	0.846	111.45	0.933	119.8	0.966	118.075	2.729	122.5	1.364	184.6	6.941	-2	-160	90	10	10	-16	9	
-160	-150	120	130	11	-155	2.957	126	2.709	1.339	0.017	1.459	0.008	1.527	0.022	1.518	0.012	1.24	0.006	120.827	1.468	110.9	1.801	108.364	1.694	110.318	0.901	120.173	0.905	116.436	2.502	123.136	1.102	179.3	4.935	-2	-160	120	10	10	-16	12	
-160	-150	10	20	1	-152.6	0	15.8	0	1.36	0	1.454	0	1.536	0	1.53	0	1.232	0	118	0	112.2	0	115.3	0	112.6	0	118	0	116.7	0	124	0	172.1	0	5	-160	10	10	10	-16	1	
-160	-150	130	140	32	-155.2	2.808	135.5	2.666	1.332	0.01	1.455	0.015	1.536	0.015	1.523	0.012	1.234	0.012	121.922	1.267	111.066	1.748	108.434	1.369	109.731	2.108	120.466	1.082	116.95	2.048	122.681	1.14	175.1	5.848	-2	-160	130	10	10	-16	13	
-160	-150	-160	-150	1	-155.9	0	-155.2	0	1.319	0	1.461	0	1.532	0	1.522	0	1.237	0	123	0	109.4	0	108.1	0	116.6	0	120	0	115.3	0	124.7	0	182.2	0	-2	-160	-160	10	10	-16	-16	
-160	-150	80	90	1	-156.4	0	89.6	0	1.33	0	1.45	0	1.512	0	1.546	0	1.228	0	121.2	0	111.6	0	108.9	0	110.3	0	122	0	117.4	0	123.1	0	181.1	0	-1	-160	80	10	10	-16	8	
-160	-150	40	50	2	-155.6	4.632	48.1	0.636	1.335	0.007	1.466	0.012	1.529	0.007	1.525	0.015	1.238	0.008	122.2	0.99	110.3	1.838	108.4	2.263	112.3	1.273	120.45	1.202	115.55	1.061	123.35	0.778	179.3	8.556	-2	-160	40	10	10	-16	4	
-160	-150	-170	-160	6	-156.3	2.663	-166.7	2.4	1.329	0.008	1.454	0.02	1.538	0.016	1.526	0.019	1.237	0.006	122.267	2.818	110.133	1.858	108.467	1.88	114.133	2.054	120.6	1.284	116.75	1.097	122.7	1.028	179.1	7.415	-2	-160	-170	10	10	-16	-17	
-160	-150	-180	-170	10	-155.2	3.341	-175.3	1.885	1.331	0.009	1.456	0.018	1.528	0.012	1.528	0.022	1.235	0.008	122.07	1.26	110.49	1.735	108.6	1.76	113.49	2.451	121.16	1.212	116.29	2.718	122.76	1.17	181.2	7.312	-1	-160	-180	10	10	-16	-18	
-160	-150	20	30	1	-156.5	0	26	0	1.359	0	1.48	0	1.518	0	1.521	0	1.239	0	121.6	0	109.9	0	111.2	0	113.5	0	118.8	0	116.3	0	122.8	0	177.8	0	1	-160	20	10	10	-16	2	
-160	-150	-70	-60	2	-151.1	0.283	-64	5.028	1.336	0.002	1.454	0.005	1.544	0.001	1.525	0.018	1.236	0.004	119.25	0.495	109.55	1.202	112.25	1.202	112.45	0.212	120.8	0.99	117.1	1.273	122.05	0.778	185.9	0.771	2	-160	-70	10	10	-16	-7	
-160	-150	-120	-110	1	-150.4	0	-119.5	0	1.317	0	1.488	0	1.52	0	1.533	0	1.238	0	122.9	0	111.6	0	105	0	117.1	0	119.6	0	117.5	0	124	0	187.5	0	-5	-160	-120	10	10	-16	-12	
-160	-150	110	120	5	-155.2	3.733	115	1.279	1.321	0.014	1.461	0.013	1.516	0.017	1.521	0.013	1.225	0.005	120.28	1.788	110.24	1.479	108.74	1.806	110.48	1.781	120.22	1.295	116.14	1.189	123.86	1.692	185.4	3.593	-1	-160	110	10	10	-16	11	
-160	-150	-80	-70	2	-153.2	3.147	-76.6	0.976	1.336	0.006	1.465	0.011	1.518	0.002	1.503	0.002	1.234	0.042	119.15	2.758	112.6	1.273	109	1.273	114.5	1.414	121.45	0.919	116.85	4.313	122.5	1.131	187	5.749	-1	-160	-80	10	10	-16	-8	
-160	-150	70	80	1	-152.7	0	76	0	1.33	0	1.474	0	1.519	0	1.526	0	1.245	0	119.7	0	115	0	107.1	0	114.3	0	123.4	0	117.1	0	122.5	0	184.5	0	-3	-160	70	10	10	-16	7	
-160	-150	-50	-40	1	-155.2	0	-42	0	1.324	0	1.469	0	1.55	0	1.506	0	1.226	0	119.3	0	109.3	0	114.3	0	107.2	0	119.9	0	116.7	0	122.6	0	184.2	0	4	-160	-50	10	10	-16	-5	
-160	-150	-90	-80	1	-159.6	0	-80.2	0	1.342	0	1.468	0	1.524	0	1.508	0	1.245	0	120.3	0	112	0	108.3	0	114	0	122	0	114.9	0	123.9	0	178.3	0	-2	-160	-90	10	10	-16	-9	
-130	-120	-20	-10	16	-123.5	3.004	-14.9	2.831	1.335	0.013	1.461	0.014	1.544	0.016	1.517	0.015	1.246	0.012	122.431	1.017	111.55	0.823	114.188	1.245	109.575	1.625	118.781	0.84	116.581	1.516	122.563	1.832	181.9	5.764	4	-130	-20	10	10	-13	-2	
-130	-120	140	150	129	-124.9	2.834	145.2	2.784	1.33	0.015	1.457	0.013	1.541	0.034	1.521	0.012	1.237	0.011	122.834	1.426	111.019	1.965	109.35	1.65	109.643	2.006	120.918	1.283	116.174	1.687	123.462	1.021	174.9	6.696	-1	-130	140	10	10	-13	14	
-130	-120	100	110	39	-124.1	2.845	105.9	2.853	1.331	0.015	1.463	0.012	1.524	0.013	1.528	0.013	1.236	0.014	123.182	1.312	111.538	1.474	107.487	2.216	111.187	1.588	120.469	1.093	116.069	1.575	123.567	1.013	180.6	7.384	-3	-130	100	10	10	-13	10	
-130	-120	130	140	157	-125.2	2.849	135.1	2.971	1.329	0.015	1.456	0.013	1.534	0.026	1.521	0.012	1.235	0.012	123.192	1.604	111.043	2.007	108.804	1.725	109.808	1.916	120.442	1.092	116.068	1.576	123.402	1.133	175.3	6.928	-1	-130	130	10	10	-13	13	
-130	-120	110	120	77	-124.2	2.482	116.1	2.654	1.332	0.013	1.458	0.013	1.535	0.016	1.52	0.012	1.237	0.011	123.094	1.476	111.31	1.396	107.842	1.823	110.675	1.129	120.269	0.865	115.874	1.739	123.43	0.933	180	6.385	-2	-130	110	10	10	-13	11	
-130	-120	160	170	58	-125.1	2.849	163.7	2.421	1.329	0.014	1.453	0.011	1.539	0.016	1.522	0.013	1.234	0.012	123.081	1.744	111.826	1.693	109.652	1.62	110.184	1.825	121.869	1.343	116.028	1.649	123.391	1.108	175.2	6.774	-0	-130	160	10	10	-13	16	
-130	-120	170	180	20	-126.8	2.91	173.2	2.5	1.328	0.012	1.454	0.014	1.54	0.015	1.527	0.015	1.234	0.016	123.29	1.663	111.22	1.413	109.7	1.15	111.17	2.037	121.2	1.279	116.25	1.666	123.37	0.856	178	8.763	-0	-130	170	10	10	-13	17	
-130	-120	150	160	109	-125.6	2.765	154.3	2.992	1.332	0.017	1.453	0.013	1.539	0.018	1.523	0.012	1.235	0.014	122.458	1.789	111.64	1.679	109.742	1.647	109.617	2.009	121.385	1.29	116	1.875	123.413	1.255	173.9	7.188	-0	-130	150	10	10	-13	15	
-130	-120	120	130	181	-124.8	2.969	125.3	2.924	1.33	0.014	1.458	0.012	1.535	0.013	1.522	0.013	1.237	0.01	122.957	1.378	111.206	1.378	108.176	1.466	110.166	1.53	120.164	1.016	115.849	1.494	123.56	1.185	178	5.356	-2	-130	120	10	10	-13	12	
-130	-120	20	30	20	-125	2.374	24.7	3.101	1.339	0.012	1.456	0.012	1.532	0.017	1.526	0.011	1.23	0.016	123.205	1.897	111.445	1.499	111.55	1.4	111.34	1.413	120.265	1.661	117.225	1.806	122.375	2.363	179	6.386	2	-130	20	10	10	-13	2	
-130	-120	-180	-170	2	-123.4	0.099	-176.8	2.355	1.323	0.012	1.458	0.004	1.545	0.006	1.541	0.025	1.234	0.016	123.8	0.707	112.75	0.354	109.65	0.354	113.5	1.414	120.85	1.768	116.3	0.707	122.5	0.424	191.8	8.881	-0	-130	-180	10	10	-13	-18	
-130	-120	0	10	19	-124.4	2.723	4.9	3.095	1.332	0.012	1.454	0.014	1.537	0.013	1.526	0.012	1.235	0.013	122.742	1.325	110.768	1.716	113.463	2.055	110.126	1.481	119.342	0.793	116.342	2.208	123.184	1.213	179.3	7.668	3	-130	0	10	10	-13	0	
-130	-120	40	50	6	-126.5	1.842	42.4	1.951	1.332	0.012	1.453	0.009	1.524	0.008	1.517	0.027	1.238	0.018	124.617	0.744	110.767	1.49	110.883	0.508	111.983	1.783	121.717	0.736	116.9	1.035	123	1.133	183.1	7.979	1	-130	40	10	10	-13	4	
-130	-120	90	100	16	-125	2.897	94.7	3.611	1.33	0.014	1.461	0.012	1.532	0.019	1.525	0.014	1.236	0.01	123.781	1.193	111.05	2.221	106.975	2.268	111.644	1.697	120.519	2.572	116.65	1.897	123.225	0.979	185.8	8.113	-3	-130	90	10	10	-13	9	
-130	-120	30	40	13	-124.8	3.18	35.4	3.323	1.332	0.017	1.456	0.013	1.533	0.015	1.524	0.013	1.235	0.017	122.569	1.414	111.731	0.951	110.615	1.19	111.231	1.594	121.438	1.151	116.046	2.285	123.446	0.831	176.6	5.3	1	-130	30	10	10	-13	3	
-130	-120	-60	-50	3	-124	4.745	-54	0.321	1.33	0.018	1.465	0.001	1.55	0.024	1.513	0.022	1.243	0.013	121.8	2.152	109.633	1.457	112.3	1	111.367	1.96	118.967	0.379	117.933	0.551	121.367	1.007	186.7	7.436	2	-130	-60	10	10	-13	-6	
